date,police_station,daily_violations,7day_avg
2024-03-06,Jayanagara,13,21.4
2024-03-06,Jeevanbheemanagar,52,42.0
2024-03-06,K.G. Halli,3,18.3
2024-03-06,K.R. Pura,94,47.0
2024-03-06,K.S. Layout,8,4.1
2024-03-06,Kamakshipalya,14,10.9
2024-03-06,Kengeri,4,2.7
2024-03-06,Kodigehalli,75,64.3
2024-03-06,Madiwala,7,9.6
2024-03-06,Magadi Road,36,37.0
2024-03-06,Mahadevapura,33,21.7
2024-03-06,Malleshwaram,63,110.7
2024-03-06,Mico Layout,16,14.3
2024-03-06,No Police Station,1,1.6
2024-03-06,Peenya,2,4.4
2024-03-06,Pulikeshinagar(F.Town),30,26.4
2024-03-06,R.T. Nagar,7,6.0
2024-03-06,Rajajinagar,49,56.1
2024-03-06,Sadashivanagar,16,5.0
2024-03-06,Sheshadripuram,35,24.3
2024-03-06,Shivajinagar,220,184.9
2024-03-06,Thalagattapura,2,3.1
2024-03-06,Upparpet,216,233.1
2024-03-06,V.V.Puram (C.Pet),23,28.6
2024-03-06,Vijayanagara,80,82.3
2024-03-06,Whitefield,16,37.3
2024-03-06,Wilson Garden,17,19.3
2024-03-06,Yelahanka,20,20.4
2024-03-06,Yeshwanthpura,24,21.4
2024-03-07,Adugodi,31,26.7
2024-03-07,Ashok Nagar,18,17.6
2024-03-07,Banashankari,1,12.0
2024-03-07,Banaswadi,16,16.9
2024-03-07,Basavanagudi,6,13.3
2024-03-07,Bellandur,15,21.4
2024-03-07,Byatarayanapura,8,19.1
2024-03-07,Chamarajpet,22,54.0
2024-03-07,Chikkabanavara,2,4.9
2024-03-07,Chikkajala,36,50.6
2024-03-07,City Market,74,116.7
2024-03-07,Cubbon Park,12,11.6
2024-03-07,Devanahalli Airport,12,10.4
2024-03-07,Electronic City,7,23.1
2024-03-07,HAL Old Airport,227,139.4
2024-03-07,HSR Layout,10,10.6
2024-03-07,Halasur,1,29.1
2024-03-07,Halasuru Gate,18,22.7
2024-03-07,Hebbala,29,26.7
2024-03-07,Hennuru,3,2.4
2024-03-07,High ground,17,21.0
2024-03-07,Hulimavu,27,20.7
2024-03-07,J.P. Nagar,2,8.4
2024-03-07,Jalahalli,6,8.6
2024-03-07,Jayanagara,32,23.7
2024-03-07,Jeevanbheemanagar,10,38.4
2024-03-07,Jnanabharathi,8,4.7
2024-03-07,K.G. Halli,22,21.3
2024-03-07,K.R. Pura,66,53.9
2024-03-07,Kengeri,1,2.7
2024-03-07,Kodigehalli,24,63.9
2024-03-07,Madiwala,13,10.7
2024-03-07,Magadi Road,28,32.0
2024-03-07,Mahadevapura,15,20.9
2024-03-07,Malleshwaram,90,102.9
2024-03-07,Mico Layout,16,11.9
2024-03-07,No Police Station,4,2.0
2024-03-07,Peenya,1,3.4
2024-03-07,Pulikeshinagar(F.Town),39,28.3
2024-03-07,R.T. Nagar,2,5.7
2024-03-07,Rajajinagar,25,54.4
2024-03-07,Sheshadripuram,44,29.9
2024-03-07,Shivajinagar,167,185.1
2024-03-07,Upparpet,105,221.1
2024-03-07,Vijayanagara,124,85.4
2024-03-07,Whitefield,58,31.9
2024-03-07,Wilson Garden,7,14.6
2024-03-07,Yelahanka,15,15.7
2024-03-07,Yeshwanthpura,3,19.7
2024-03-08,Adugodi,14,27.0
2024-03-08,Ashok Nagar,2,16.7
2024-03-08,Banashankari,3,11.4
2024-03-08,Banaswadi,96,27.1
2024-03-08,Basavanagudi,23,12.0
2024-03-08,Bellandur,11,20.9
2024-03-08,Byatarayanapura,49,22.9
2024-03-08,Chamarajpet,43,53.6
2024-03-08,Chikkabanavara,3,5.1
2024-03-08,Chikkajala,40,51.0
2024-03-08,City Market,123,121.7
2024-03-08,Cubbon Park,12,12.1
2024-03-08,Devanahalli Airport,5,10.7
2024-03-08,Electronic City,23,25.1
2024-03-08,HAL Old Airport,94,118.7
2024-03-08,HSR Layout,9,11.4
2024-03-08,Halasur,15,23.1
2024-03-08,Halasuru Gate,15,18.0
2024-03-08,Hebbala,12,27.6
2024-03-08,High ground,16,20.4
2024-03-08,Hulimavu,33,20.9
2024-03-08,J.P. Nagar,37,13.4
2024-03-08,Jalahalli,9,9.4
2024-03-08,Jayanagara,25,23.6
2024-03-08,Jeevanbheemanagar,112,50.6
2024-03-08,Jnanabharathi,2,4.7
2024-03-08,K.G. Halli,5,21.9
2024-03-08,K.R. Pura,78,61.0
2024-03-08,K.S. Layout,5,4.7
2024-03-08,Kamakshipalya,7,9.4
2024-03-08,Kengeri,1,2.4
2024-03-08,Kodigehalli,68,64.3
2024-03-08,Madiwala,4,6.9
2024-03-08,Magadi Road,34,32.1
2024-03-08,Mahadevapura,71,25.9
2024-03-08,Malleshwaram,226,120.4
2024-03-08,Mico Layout,7,11.7
2024-03-08,No Police Station,2,2.1
2024-03-08,Peenya,2,3.4
2024-03-08,Pulikeshinagar(F.Town),58,35.9
2024-03-08,R.T. Nagar,3,4.3
2024-03-08,Rajajinagar,69,59.4
2024-03-08,Sadashivanagar,16,7.1
2024-03-08,Sheshadripuram,7,29.1
2024-03-08,Shivajinagar,227,190.9
2024-03-08,Thalagattapura,3,3.3
2024-03-08,Upparpet,237,237.3
2024-03-08,V.V.Puram (C.Pet),14,25.4
2024-03-08,Vijayanagara,22,71.4
2024-03-08,Whitefield,23,28.3
2024-03-08,Wilson Garden,24,15.7
2024-03-08,Yelahanka,10,15.9
2024-03-08,Yeshwanthpura,47,24.3
2024-03-09,Adugodi,16,22.3
2024-03-09,Ashok Nagar,2,15.7
2024-03-09,Banashankari,1,10.3
2024-03-09,Banaswadi,37,29.7
2024-03-09,Basavanagudi,17,13.0
2024-03-09,Bellandur,2,20.6
2024-03-09,Byatarayanapura,25,19.7
2024-03-09,Chamarajpet,57,43.6
2024-03-09,Chikkabanavara,7,5.4
2024-03-09,Chikkajala,61,48.9
2024-03-09,City Market,138,115.9
2024-03-09,Cubbon Park,27,8.9
2024-03-09,Devanahalli Airport,10,11.0
2024-03-09,Electronic City,13,20.9
2024-03-09,HAL Old Airport,33,107.3
2024-03-09,HSR Layout,16,12.0
2024-03-09,Halasur,2,15.3
2024-03-09,Halasuru Gate,27,21.3
2024-03-09,Hebbala,25,24.4
2024-03-09,Hennuru,1,2.4
2024-03-09,High ground,9,18.7
2024-03-09,Hulimavu,30,23.3
2024-03-09,J.P. Nagar,31,16.7
2024-03-09,Jalahalli,4,9.6
2024-03-09,Jayanagara,28,25.3
2024-03-09,Jeevanbheemanagar,31,51.4
2024-03-09,K.G. Halli,13,17.7
2024-03-09,K.R. Pura,76,63.9
2024-03-09,K.S. Layout,12,6.0
2024-03-09,Kamakshipalya,16,10.1
2024-03-09,Kodigehalli,86,70.7
2024-03-09,Madiwala,7,7.1
2024-03-09,Magadi Road,42,36.4
2024-03-09,Mahadevapura,39,28.6
2024-03-09,Malleshwaram,165,129.0
2024-03-09,Peenya,2,3.1
2024-03-09,Pulikeshinagar(F.Town),35,40.0
2024-03-09,R.T. Nagar,7,4.7
2024-03-09,Rajajinagar,33,52.3
2024-03-09,Sadashivanagar,3,6.6
2024-03-09,Sheshadripuram,13,21.7
2024-03-09,Shivajinagar,307,209.9
2024-03-09,Thalagattapura,3,3.1
2024-03-09,Upparpet,210,232.0
2024-03-09,V.V.Puram (C.Pet),16,24.3
2024-03-09,Vijayanagara,47,73.1
2024-03-09,Whitefield,38,27.4
2024-03-09,Wilson Garden,31,17.7
2024-03-09,Yeshwanthpura,12,23.7
2024-03-10,Adugodi,19,20.6
2024-03-10,Ashok Nagar,5,13.9
2024-03-10,Banashankari,3,10.4
2024-03-10,Banaswadi,9,29.6
2024-03-10,Basavanagudi,3,10.6
2024-03-10,Bellandur,9,20.9
2024-03-10,Byatarayanapura,14,17.3
2024-03-10,Chamarajpet,22,42.7
2024-03-10,Chikkabanavara,6,5.4
2024-03-10,Chikkajala,43,45.6
2024-03-10,City Market,188,124.6
2024-03-10,Cubbon Park,4,9.0
2024-03-10,Devanahalli Airport,2,10.6
2024-03-10,Electronic City,108,30.6
2024-03-10,HAL Old Airport,36,108.9
2024-03-10,HSR Layout,15,11.7
2024-03-10,Halasur,6,13.4
2024-03-10,Halasuru Gate,5,15.0
2024-03-10,Hebbala,6,22.1
2024-03-10,High ground,16,20.4
2024-03-10,Hulimavu,8,19.1
2024-03-10,J.P. Nagar,6,17.0
2024-03-10,Jalahalli,4,9.6
2024-03-10,Jayanagara,44,29.7
2024-03-10,Jeevanbheemanagar,48,55.3
2024-03-10,Jnanabharathi,5,4.1
2024-03-10,K.G. Halli,1,6.9
2024-03-10,K.R. Pura,35,64.3
2024-03-10,K.S. Layout,14,7.6
2024-03-10,Kengeri,1,2.3
2024-03-10,Kodigehalli,79,73.1
2024-03-10,Madiwala,5,6.4
2024-03-10,Magadi Road,50,40.0
2024-03-10,Mahadevapura,107,41.7
2024-03-10,Malleshwaram,131,124.6
2024-03-10,Mico Layout,20,12.1
2024-03-10,Pulikeshinagar(F.Town),4,38.1
2024-03-10,R.T. Nagar,5,5.3
2024-03-10,Rajajinagar,31,50.7
2024-03-10,Sadashivanagar,1,6.4
2024-03-10,Sheshadripuram,24,23.4
2024-03-10,Shivajinagar,178,203.6
2024-03-10,Thalagattapura,14,4.3
2024-03-10,Upparpet,260,208.4
2024-03-10,V.V.Puram (C.Pet),51,26.0
2024-03-10,Vijayanagara,52,66.0
2024-03-10,Whitefield,32,31.3
2024-03-10,Wilson Garden,10,16.1
2024-03-10,Yelahanka,26,19.3
2024-03-10,Yeshwanthpura,10,23.7
2024-03-11,Adugodi,29,21.9
2024-03-11,Ashok Nagar,5,10.1
2024-03-11,Banashankari,1,8.7
2024-03-11,Banaswadi,13,29.7
2024-03-11,Basavanagudi,26,13.0
2024-03-11,Bellandur,22,20.3
2024-03-11,Byatarayanapura,29,19.7
2024-03-11,Chamarajpet,24,41.1
2024-03-11,Chikkabanavara,4,5.4
2024-03-11,Chikkajala,38,43.7
2024-03-11,City Market,129,136.0
2024-03-11,Cubbon Park,2,8.7
2024-03-11,Devanahalli Airport,13,11.4
2024-03-11,Electronic City,5,30.0
2024-03-11,HAL Old Airport,205,129.9
2024-03-11,HSR Layout,12,12.1
2024-03-11,Halasur,37,15.9
2024-03-11,Halasuru Gate,17,17.1
2024-03-11,Hebbala,16,20.1
2024-03-11,High ground,2,13.7
2024-03-11,Hulimavu,32,19.9
2024-03-11,J.P. Nagar,19,18.7
2024-03-11,Jalahalli,1,8.1
2024-03-11,Jayanagara,7,30.1
2024-03-11,Jeevanbheemanagar,25,56.6
2024-03-11,Jnanabharathi,3,3.7
2024-03-11,K.R. Pura,5,56.3
2024-03-11,K.S. Layout,3,7.4
2024-03-11,Kamakshipalya,6,9.6
2024-03-11,Kodigehalli,27,59.9
2024-03-11,Madiwala,41,11.7
2024-03-11,Magadi Road,29,35.1
2024-03-11,Mahadevapura,44,45.3
2024-03-11,Malleshwaram,165,132.6
2024-03-11,Mico Layout,3,11.4
2024-03-11,Pulikeshinagar(F.Town),4,34.9
2024-03-11,R.T. Nagar,10,6.4
2024-03-11,Rajajinagar,20,48.9
2024-03-11,Sheshadripuram,11,19.9
2024-03-11,Shivajinagar,79,192.7
2024-03-11,Thalagattapura,9,5.0
2024-03-11,Upparpet,223,214.7
2024-03-11,V.V.Puram (C.Pet),38,28.4
2024-03-11,Vijayanagara,34,58.1
2024-03-11,Whitefield,12,32.0
2024-03-11,Wilson Garden,11,16.6
2024-03-11,Yelahanka,4,16.9
2024-03-11,Yeshwanthpura,5,23.4
2024-03-12,Adugodi,43,26.7
2024-03-12,Ashok Nagar,27,13.3
2024-03-12,Banashankari,9,8.7
2024-03-12,Banaswadi,29,31.6
2024-03-12,Basavanagudi,3,12.6
2024-03-12,Bellandur,25,20.3
2024-03-12,Byatarayanapura,24,22.0
2024-03-12,Chamarajpet,39,34.6
2024-03-12,Chikkabanavara,16,5.9
2024-03-12,Chikkajala,46,44.0
2024-03-12,City Market,98,125.6
2024-03-12,Cubbon Park,9,9.7
2024-03-12,Devanahalli Airport,4,6.7
2024-03-12,Electronic City,8,29.1
2024-03-12,HAL Old Airport,449,174.6
2024-03-12,HSR Layout,17,12.3
2024-03-12,Halasur,19,15.7
2024-03-12,Halasuru Gate,40,21.0
2024-03-12,Hebbala,36,21.3
2024-03-12,Hennuru,1,2.3
2024-03-12,High ground,5,10.3
2024-03-12,Hulimavu,9,20.1
2024-03-12,J.P. Nagar,17,20.1
2024-03-12,Jalahalli,2,6.7
2024-03-12,Jayanagara,22,24.4
2024-03-12,Jeevanbheemanagar,32,44.3
2024-03-12,Jnanabharathi,9,4.7
2024-03-12,K.G. Halli,1,6.9
2024-03-12,K.R. Pura,21,53.6
2024-03-12,K.S. Layout,23,9.7
2024-03-12,Kamakshipalya,18,11.4
2024-03-12,Kodigehalli,120,68.4
2024-03-12,Madiwala,28,15.0
2024-03-12,Magadi Road,53,38.9
2024-03-12,Mahadevapura,50,51.3
2024-03-12,Malleshwaram,106,135.1
2024-03-12,Mico Layout,5,11.4
2024-03-12,Peenya,21,6.0
2024-03-12,Pulikeshinagar(F.Town),40,30.0
2024-03-12,R.T. Nagar,3,5.3
2024-03-12,Rajajinagar,63,41.4
2024-03-12,Sadashivanagar,3,6.7
2024-03-12,Sheshadripuram,38,24.6
2024-03-12,Shivajinagar,132,187.1
2024-03-12,Thalagattapura,4,5.3
2024-03-12,Upparpet,165,202.3
2024-03-12,V.V.Puram (C.Pet),35,29.3
2024-03-12,Vijayanagara,332,98.7
2024-03-12,Whitefield,19,28.3
2024-03-12,Wilson Garden,10,15.7
2024-03-12,Yelahanka,9,13.7
2024-03-12,Yeshwanthpura,9,15.7
2024-03-13,Adugodi,74,32.3
2024-03-13,Ashok Nagar,3,8.9
2024-03-13,Banashankari,3,3.0
2024-03-13,Banaswadi,14,30.6
2024-03-13,Basavanagudi,17,13.6
2024-03-13,Bellandur,17,14.4
2024-03-13,Byatarayanapura,1,21.4
2024-03-13,Chamarajpet,33,34.3
2024-03-13,Chikkabanavara,7,6.4
2024-03-13,Chikkajala,40,43.4
2024-03-13,City Market,119,124.1
2024-03-13,Cubbon Park,3,9.9
2024-03-13,Devanahalli Airport,6,7.4
2024-03-13,Electronic City,16,25.7
2024-03-13,HAL Old Airport,173,173.9
2024-03-13,HSR Layout,10,12.7
2024-03-13,Halasur,16,13.7
2024-03-13,Halasuru Gate,44,23.7
2024-03-13,Hebbala,11,19.3
2024-03-13,Hennuru,2,1.9
2024-03-13,High ground,26,13.0
2024-03-13,Hulimavu,145,40.6
2024-03-13,J.P. Nagar,3,16.4
2024-03-13,Jalahalli,1,3.9
2024-03-13,Jayanagara,37,27.9
2024-03-13,Jeevanbheemanagar,27,40.7
2024-03-13,Jnanabharathi,2,4.3
2024-03-13,K.R. Pura,23,43.4
2024-03-13,K.S. Layout,17,11.7
2024-03-13,Kamakshipalya,4,10.4
2024-03-13,Kengeri,3,2.6
2024-03-13,Kodigehalli,120,74.9
2024-03-13,Madiwala,1,14.1
2024-03-13,Magadi Road,23,37.0
2024-03-13,Mahadevapura,6,47.4
2024-03-13,Malleshwaram,105,141.1
2024-03-13,Mico Layout,16,11.9
2024-03-13,Peenya,5,6.0
2024-03-13,Pulikeshinagar(F.Town),72,36.0
2024-03-13,R.T. Nagar,3,4.7
2024-03-13,Rajajinagar,47,41.1
2024-03-13,Sadashivanagar,3,6.6
2024-03-13,Sheshadripuram,63,28.6
2024-03-13,Shivajinagar,147,176.7
2024-03-13,Thalagattapura,11,6.6
2024-03-13,Upparpet,149,192.7
2024-03-13,V.V.Puram (C.Pet),23,28.6
2024-03-13,Vijayanagara,75,98.0
2024-03-13,Whitefield,9,27.3
2024-03-13,Wilson Garden,15,15.4
2024-03-13,Yelahanka,18,14.6
2024-03-13,Yeshwanthpura,24,15.7
2024-03-14,Adugodi,40,33.6
2024-03-14,Banashankari,19,5.6
2024-03-14,Banaswadi,28,32.3
2024-03-14,Basavanagudi,4,13.3
2024-03-14,Bellandur,41,18.1
2024-03-14,Byatarayanapura,51,27.6
2024-03-14,Chamarajpet,50,38.3
2024-03-14,Chikkabanavara,9,7.4
2024-03-14,Chikkajala,100,52.6
2024-03-14,City Market,66,123.0
2024-03-14,Cubbon Park,45,14.6
2024-03-14,Devanahalli Airport,14,7.7
2024-03-14,Electronic City,11,26.3
2024-03-14,HAL Old Airport,196,169.4
2024-03-14,HSR Layout,19,14.0
2024-03-14,Halasur,15,15.7
2024-03-14,Halasuru Gate,56,29.1
2024-03-14,Hebbala,14,17.1
2024-03-14,High ground,6,11.4
2024-03-14,Hulimavu,12,38.4
2024-03-14,J.P. Nagar,23,19.4
2024-03-14,Jalahalli,2,3.3
2024-03-14,Jayanagara,19,26.0
2024-03-14,Jeevanbheemanagar,57,47.4
2024-03-14,Jnanabharathi,2,4.4
2024-03-14,K.G. Halli,2,6.7
2024-03-14,K.R. Pura,9,35.3
2024-03-14,K.S. Layout,7,11.6
2024-03-14,Kamakshipalya,22,12.4
2024-03-14,Kengeri,3,2.4
2024-03-14,Kodigehalli,173,96.1
2024-03-14,Madiwala,13,14.1
2024-03-14,Magadi Road,79,44.3
2024-03-14,Mahadevapura,82,57.0
2024-03-14,Malleshwaram,84,140.3
2024-03-14,Mico Layout,21,12.6
2024-03-14,No Police Station,1,1.9
2024-03-14,Peenya,10,6.1
2024-03-14,Pulikeshinagar(F.Town),48,37.3
2024-03-14,R.T. Nagar,5,5.1
2024-03-14,Rajajinagar,68,47.3
2024-03-14,Sadashivanagar,20,8.9
2024-03-14,Sheshadripuram,29,26.4
2024-03-14,Shivajinagar,68,162.6
2024-03-14,Thalagattapura,23,9.6
2024-03-14,Upparpet,229,210.4
2024-03-14,V.V.Puram (C.Pet),14,27.3
2024-03-14,Vijayanagara,94,93.7
2024-03-14,Whitefield,10,20.4
2024-03-14,Wilson Garden,38,19.9
2024-03-14,Yelahanka,4,12.3
2024-03-14,Yeshwanthpura,5,16.0
2024-03-15,Adugodi,16,33.9
2024-03-15,Ashok Nagar,11,7.9
2024-03-15,Banashankari,2,5.4
2024-03-15,Banaswadi,37,23.9
2024-03-15,Basavanagudi,17,12.4
2024-03-15,Bellandur,23,19.9
2024-03-15,Byatarayanapura,40,26.3
2024-03-15,Chamarajpet,27,36.0
2024-03-15,Chikkabanavara,12,8.7
2024-03-15,Chikkajala,23,50.1
2024-03-15,City Market,89,118.1
2024-03-15,Cubbon Park,17,15.3
2024-03-15,Electronic City,31,27.4
2024-03-15,HAL Old Airport,289,197.3
2024-03-15,HSR Layout,13,14.6
2024-03-15,Halasur,19,16.3
2024-03-15,Halasuru Gate,33,31.7
2024-03-15,Hebbala,8,16.6
2024-03-15,Hennuru,6,2.4
2024-03-15,High ground,4,9.7
2024-03-15,Hulimavu,17,36.1
2024-03-15,J.P. Nagar,37,19.4
2024-03-15,Jalahalli,1,2.1
2024-03-15,Jayanagara,14,24.4
2024-03-15,Jeevanbheemanagar,43,37.6
2024-03-15,K.G. Halli,2,6.6
2024-03-15,K.R. Pura,45,30.6
2024-03-15,K.S. Layout,22,14.0
2024-03-15,Kamakshipalya,31,14.9
2024-03-15,Kengeri,10,3.3
2024-03-15,Kodigehalli,22,89.6
2024-03-15,Madiwala,4,14.1
2024-03-15,Magadi Road,78,50.6
2024-03-15,Mahadevapura,73,57.3
2024-03-15,Malleshwaram,123,125.6
2024-03-15,Mico Layout,14,12.3
2024-03-15,No Police Station,3,2.0
2024-03-15,Pulikeshinagar(F.Town),14,31.0
2024-03-15,R.T. Nagar,4,5.3
2024-03-15,Rajajinagar,41,43.3
2024-03-15,Sadashivanagar,7,7.6
2024-03-15,Sheshadripuram,60,34.0
2024-03-15,Shivajinagar,154,152.1
2024-03-15,Upparpet,91,189.6
2024-03-15,V.V.Puram (C.Pet),10,26.7
2024-03-15,Vijayanagara,137,110.1
2024-03-15,Whitefield,9,18.4
2024-03-15,Wilson Garden,8,17.6
2024-03-15,Yelahanka,21,13.1
2024-03-15,Yeshwanthpura,4,9.9
2024-03-16,Adugodi,20,34.4
2024-03-16,Ashok Nagar,4,8.1
2024-03-16,Banashankari,4,5.9
2024-03-16,Banaswadi,12,20.3
2024-03-16,Basavanagudi,7,11.0
2024-03-16,Bellandur,4,20.1
2024-03-16,Byatarayanapura,14,24.7
2024-03-16,Chamarajpet,97,41.7
2024-03-16,Chikkabanavara,12,9.4
2024-03-16,Chikkajala,18,44.0
2024-03-16,City Market,197,126.6
2024-03-16,Cubbon Park,4,12.0
2024-03-16,Electronic City,30,29.9
2024-03-16,HAL Old Airport,27,196.4
2024-03-16,HSR Layout,19,15.0
2024-03-16,Halasur,18,18.6
2024-03-16,Halasuru Gate,16,30.1
2024-03-16,Hebbala,58,21.3
2024-03-16,Hennuru,2,2.6
2024-03-16,High ground,12,10.1
2024-03-16,Hulimavu,1,32.0
2024-03-16,J.P. Nagar,14,17.0
2024-03-16,Jayanagara,9,21.7
2024-03-16,Jeevanbheemanagar,31,37.6
2024-03-16,Jnanabharathi,3,3.7
2024-03-16,K.G. Halli,2,3.7
2024-03-16,K.R. Pura,15,21.9
2024-03-16,K.S. Layout,6,13.1
2024-03-16,Kamakshipalya,6,14.7
2024-03-16,Kengeri,1,2.9
2024-03-16,Kodigehalli,85,89.4
2024-03-16,Madiwala,24,16.6
2024-03-16,Magadi Road,38,50.0
2024-03-16,Mahadevapura,23,55.0
2024-03-16,Malleshwaram,118,118.9
2024-03-16,Mico Layout,11,12.9
2024-03-16,Peenya,4,6.4
2024-03-16,Pulikeshinagar(F.Town),18,28.6
2024-03-16,R.T. Nagar,1,4.4
2024-03-16,Rajajinagar,51,45.9
2024-03-16,Sheshadripuram,12,33.9
2024-03-16,Shivajinagar,94,121.7
2024-03-16,Thalagattapura,3,9.6
2024-03-16,Upparpet,206,189.0
2024-03-16,V.V.Puram (C.Pet),27,28.3
2024-03-16,Vijayanagara,41,109.3
2024-03-16,Whitefield,33,17.7
2024-03-16,Wilson Garden,33,17.9
2024-03-16,Yelahanka,29,15.9
2024-03-16,Yeshwanthpura,33,12.9
2024-03-17,Adugodi,75,42.4
2024-03-17,Ashok Nagar,10,9.3
2024-03-17,Banashankari,4,6.0
2024-03-17,Banaswadi,10,20.4
2024-03-17,Basavanagudi,14,12.6
2024-03-17,Bellandur,17,21.3
2024-03-17,Byatarayanapura,39,28.3
2024-03-17,Chamarajpet,7,39.6
2024-03-17,Chikkajala,39,43.4
2024-03-17,City Market,76,110.6
2024-03-17,Cubbon Park,47,18.1
2024-03-17,Devanahalli Airport,2,7.3
2024-03-17,Electronic City,88,27.0
2024-03-17,HAL Old Airport,6,192.1
2024-03-17,HSR Layout,17,15.3
2024-03-17,Halasur,1,17.9
2024-03-17,Halasuru Gate,41,35.3
2024-03-17,Hebbala,22,23.6
2024-03-17,High ground,9,9.1
2024-03-17,Hulimavu,72,41.1
2024-03-17,J.P. Nagar,14,18.1
2024-03-17,Jalahalli,10,3.0
2024-03-17,Jayanagara,4,16.0
2024-03-17,Jeevanbheemanagar,37,36.0
2024-03-17,Jnanabharathi,4,4.0
2024-03-17,K.G. Halli,1,3.1
2024-03-17,K.R. Pura,59,25.3
2024-03-17,K.S. Layout,5,11.9
2024-03-17,Kamakshipalya,31,16.9
2024-03-17,Kengeri,6,3.6
2024-03-17,Kodigehalli,75,88.9
2024-03-17,Magadi Road,74,53.4
2024-03-17,Mahadevapura,90,52.6
2024-03-17,Malleshwaram,120,117.3
2024-03-17,Mico Layout,37,15.3
2024-03-17,Peenya,6,7.1
2024-03-17,Pulikeshinagar(F.Town),6,28.9
2024-03-17,R.T. Nagar,2,4.0
2024-03-17,Rajajinagar,38,46.9
2024-03-17,Sadashivanagar,7,6.3
2024-03-17,Sheshadripuram,9,31.7
2024-03-17,Shivajinagar,235,129.9
2024-03-17,Upparpet,91,164.9
2024-03-17,V.V.Puram (C.Pet),5,21.7
2024-03-17,Vijayanagara,75,112.6
2024-03-17,Wilson Garden,9,17.7
2024-03-17,Yelahanka,2,12.4
2024-03-17,Yeshwanthpura,10,12.9
2024-03-18,Adugodi,28,42.3
2024-03-18,Ashok Nagar,3,9.0
2024-03-18,Banaswadi,24,22.0
2024-03-18,Basavanagudi,3,9.3
2024-03-18,Bellandur,21,21.1
2024-03-18,Byatarayanapura,4,24.7
2024-03-18,Chamarajpet,17,38.6
2024-03-18,Chikkabanavara,2,8.9
2024-03-18,Chikkajala,3,38.4
2024-03-18,City Market,154,114.1
2024-03-18,Cubbon Park,35,22.9
2024-03-18,Devanahalli Airport,1,6.0
2024-03-18,Electronic City,11,27.9
2024-03-18,HAL Old Airport,70,172.9
2024-03-18,HSR Layout,2,13.9
2024-03-18,Halasur,23,15.9
2024-03-18,Halasuru Gate,17,35.3
2024-03-18,Hebbala,3,21.7
2024-03-18,High ground,4,9.4
2024-03-18,Hulimavu,16,38.9
2024-03-18,J.P. Nagar,26,19.1
2024-03-18,Jayanagara,5,15.7
2024-03-18,Jeevanbheemanagar,22,35.6
2024-03-18,Jnanabharathi,2,3.6
2024-03-18,K.R. Pura,46,31.1
2024-03-18,K.S. Layout,3,11.9
2024-03-18,Kamakshipalya,3,16.4
2024-03-18,Kengeri,1,3.6
2024-03-18,Kodigehalli,65,94.3
2024-03-18,Madiwala,16,18.1
2024-03-18,Magadi Road,5,50.0
2024-03-18,Mahadevapura,49,53.3
2024-03-18,Malleshwaram,256,130.3
2024-03-18,Mico Layout,25,18.4
2024-03-18,Pulikeshinagar(F.Town),19,31.0
2024-03-18,R.T. Nagar,13,4.4
2024-03-18,Rajajinagar,11,45.6
2024-03-18,Sadashivanagar,8,7.0
2024-03-18,Sheshadripuram,2,30.4
2024-03-18,Shivajinagar,222,150.3
2024-03-18,Upparpet,226,165.3
2024-03-18,V.V.Puram (C.Pet),14,18.3
2024-03-18,Vijayanagara,69,117.6
2024-03-18,Whitefield,10,14.6
2024-03-18,Wilson Garden,12,17.9
2024-03-18,Yelahanka,9,13.1
2024-03-18,Yeshwanthpura,18,14.7
2024-03-19,Adugodi,26,39.9
2024-03-19,Ashok Nagar,30,12.6
2024-03-19,Banashankari,6,6.7
2024-03-19,Banaswadi,10,19.3
2024-03-19,Basavanagudi,12,10.6
2024-03-19,Bellandur,34,22.4
2024-03-19,Byatarayanapura,7,22.3
2024-03-19,Chamarajpet,32,37.6
2024-03-19,Chikkabanavara,3,8.7
2024-03-19,Chikkajala,54,39.6
2024-03-19,City Market,113,116.3
2024-03-19,Cubbon Park,15,23.7
2024-03-19,Devanahalli Airport,5,6.4
2024-03-19,Electronic City,45,33.1
2024-03-19,HAL Old Airport,46,115.3
2024-03-19,HSR Layout,48,18.3
2024-03-19,Halasur,13,15.0
2024-03-19,Halasuru Gate,81,41.1
2024-03-19,Hebbala,42,22.6
2024-03-19,Hennuru,2,2.4
2024-03-19,High ground,2,9.0
2024-03-19,Hulimavu,6,38.4
2024-03-19,J.P. Nagar,11,18.3
2024-03-19,Jalahalli,8,3.6
2024-03-19,Jayanagara,2,12.9
2024-03-19,Jeevanbheemanagar,22,34.1
2024-03-19,Jnanabharathi,7,4.1
2024-03-19,K.G. Halli,2,1.6
2024-03-19,K.R. Pura,55,36.0
2024-03-19,K.S. Layout,2,8.9
2024-03-19,Kamakshipalya,17,16.3
2024-03-19,Kodigehalli,115,93.6
2024-03-19,Madiwala,8,13.4
2024-03-19,Magadi Road,16,44.7
2024-03-19,Mahadevapura,18,48.7
2024-03-19,Malleshwaram,168,139.1
2024-03-19,Mico Layout,15,19.9
2024-03-19,Peenya,8,8.0
2024-03-19,Pulikeshinagar(F.Town),30,29.6
2024-03-19,R.T. Nagar,11,5.6
2024-03-19,Rajajinagar,35,41.6
2024-03-19,Sadashivanagar,1,7.0
